〇	líng,xīng,yuán
㭮	zuò
㭯	dié,nà,zhé
㭰	jì,jué,zuǐ,zuī
㭱	hé,xiá
㭲	jí
㭸	tú
㭹	xián
㭺	yǎn
㭻	táng
㭼	tà
㭽	dǐ
㭾	jué,yuè
㭿	áng
㮀	hán
㮁	yáo,xiáo
㮂	jú
㮃	ruí,wēi
㮄	bǎng,bì,péng
㮆	niè
㮇	tiàn
㮈	nài
㮋	yǒu,yù
㮌	mián,mǐn
㮏	nài
㮐	xǐng,shěng
㮑	qì,chā
㮓	gèn
㮔	tóng,chòng
㮕	ér,ruǎn
㮖	jiá
㮗	qín
㮘	mào,máo
㮙	è
㮚	lì
㮛	chí
㮝	hé,luò
㮞	jié,ní,yá
㮟	jí,niǎn,pèng,ròu,kā
㮡	guàn
㮢	hóu
㮣	gài,zé
㮥	fèn,bèn
㮦	sè,suǒ
㮨	jí,jì
㮩	xī
㮪	qióng
㮫	hé
㮭	xián
㮮	jié
㮯	huá,hún,kuǎn
㮰	bí,pí
㮳	zhèn
㮶	shì,shuò
㮸	sòng
㮹	zhǐ
㮺	běn
㮾	lǎng
㮿	bì
㯀	xiǎn,xuàn
㯁	bàng,péi
㯂	dài
㯅	pí
㯆	chǎn
㯇	bì
㯈	sù
㯉	huò,chū
㯊	hén
㯋	yǐng,jiǒng
㯌	chuán
㯍	jiǎng
㯎	nèn
㯏	gǔ
㯐	fǎng,tuǒ
㯓	tà
㯔	cuì
㯕	xī
㯖	dé
㯗	rǎn,shùn,xián,xiàn
㯘	kuǎn
㯙	chè,zhé
㯚	dá,tā
㯛	hú,huò
㯜	cuì
㯝	lù
㯞	juàn,yuè
㯟	lù
㯠	qiàn,xiàn,xún
㯡	pào
㯢	zhèn
㯤	lì
㯥	cáo,zāo
㯦	qí
㯩	tì
㯪	líng
㯫	qú
㯬	liǎn
㯭	lǔ
㯮	shǔ,shú
㯯	gòng
㯰	zhé,zhí
㯱	biǎo,piáo,pāo
㯲	jìn
㯳	qíng
㯶	zōng
㯷	pú
㯸	jǐn
㯹	biǎo
㯺	jiàn
㯻	gǔn,hùn
㯿	liè
㰀	lí
㰁	luǒ
㰂	shěn,sǔn
㰃	mián
㰄	jiàn
㰅	dí
㰆	bèi
㰈	liǎn
㰊	xún,xián
㰋	pín
㰌	què
㰍	lóng
㰎	zuì
㰐	jué,kuí,lěi,tuǐ,tuǒ
㰒	shé,xué
㰔	xiè
㰖	lǎn
㰗	cù,qí
㰘	yí
㰙	nuó
㰚	lí
㰛	yuè
㰝	yǐ
㰟	jì,qì
㰠	kàng,hāng
㰡	xiè
㰣	zì,zī
㰤	hē,qiè
㰥	huì,xì
㰦	qù
㰪	wá,guī
㰬	xún
㰮	shèn
㰯	tòu,tǒu,hòu,kòu
㰰	qiè,xiā
㰱	shà
㰲	xù,yù,yū
㰳	yà
㰴	pó,pǒu
㰵	zú
㰶	yǒu
㰷	zì
㰸	liǎn,liàn,luǎn
㰹	jìn,xiān
㰺	xiá,xià
㰻	yǐ
㰼	qiè,shà
㰽	mǐ,yàn
㰾	jiào
㱀	chǐ,chuài
㱁	shì
㱂	kāng
㱃	yǐn
㱄	mò,hēi
㱅	yì
㱇	sè,xì
㱈	jìn
㱉	yè
㱋	què
㱌	chè,yǎn,yé
㱍	luán
㱏	zhèng
㱔	xiē,suò
㱖	cuì
㱘	àn,yǎn
㱙	xiǔ
㱚	cán,hài,shàn
㱛	chuǎn
㱜	zhá
㱞	jí,yì
㱟	bó,pí,pǐ,pī
㱠	kū
㱢	láng
㱣	tuǐ
㱥	líng
㱦	è,guì,jǐ,qī
㱧	wò
㱨	liàn
㱩	dú
㱪	mèn,hūn
㱫	làn
㱬	wěi
㱭	duàn
㱮	kuài,kuì
㱯	ái
㱰	zǎi
㱱	huì,wù,xì
㱲	yì
㱳	mò
㱴	zì
㱵	bèn,fèn
㱶	bèng,jiào,péng,qiǎo,rù
㱸	bì,bié
㱹	lì,suàn,xiàn
㱺	lú
㱻	luǒ,luò
㱽	dàn,qín,zhěn
㱾	gāi,kāi
㱿	què
㲀	chén,zhēn
㲂	chéng
㲃	jiù
㲄	kòu,kū,jué
㲅	jì
㲆	líng
㲈	sháo
㲉	què
㲊	ruì
㲋	chuò,zhuó,zú
㲌	nèng
㲎	lóu
㲏	bǎo,piǎo,pín,pìng,pāo
㲒	bào
㲓	róng
㲕	lèi
㲘	qú
㲚	shā
㲛	zhǐ
㲜	tán,tǎn
㲝	rǒng
㲞	zú,sū
㲟	yǐng
㲠	máo
㲡	nài,nì
㲢	biàn,bié
㲥	táng
㲦	hàn,hě
㲧	zào,sào
㲨	róng
㲪	dēng
㲫	pú
㲭	tǎn
㲯	rán
㲰	níng
㲱	liè
㲲	dié,yì
㲳	dié
㲴	zhòng,zhòu
㲶	lǜ
㲷	dàn
㲹	guǐ,qiú
㲺	jí,kè,léi
㲻	nì
㲼	yì
㲽	niàn,rěn,xiàn
㲾	yǔ,yù
㲿	wǎng
㳀	guò,kǎi,xì
㳁	zè
㳂	yán
㳃	cuì
㳄	xián
㳅	jiǎo,liú
㳆	shǔ,tǒu
㳇	fù
㳈	pèi
㳍	bù
㳎	biàn,fàn
㳏	chǐ,shì
㳐	sà,zhá,zhǎ
㳑	yì
㳒	fǎ,biàn
㳔	duì
㳕	lán
㳗	chài
㳘	chōng
㳙	xuàn
㳚	yù,xù
㳛	yú
㳠	tà
㳥	jù,lòng
㳦	xiè
㳧	xí,chè
㳨	jiǎn,zá,zǎn
㳪	pàn,pì
㳫	tà,zǎn
㳬	xuán
㳭	xián
㳮	niào
㳴	mì
㳵	jì
㳶	gòu,nǒu
㳷	wěn,hū
㳹	wǎng
㳺	yóu
㳻	zé
㳼	bì
㳽	mǐ
㳿	xiè
㴀	fàn
㴁	yì
㴃	lèi,lì
㴄	yíng,yǒng
㴆	jìn,xìng
㴇	shè
㴈	yìn
㴉	jǐ
㴋	sù
㴏	wǎng
㴐	miàn
㴑	sù
㴒	yì
㴓	zǎi,shāi
㴔	sè,yì,xī
㴕	jí
㴖	luò
㴘	mào
㴙	zhá,zhǎ
㴚	suì
㴛	zhì
㴜	biàn
㴝	lí
㴞	tāo
㴥	qiào
㴦	guàn
㴨	zhèn
㴩	yōng
㴪	niè
㴫	jùn
㴬	xiè
㴭	yǎo
㴮	xiè
㴰	néng
㴲	sī
㴳	lǒng
㴴	chén
㴵	mì
㴶	què
㴷	dān
㴸	nà,shǎn,yè
㴼	sù
㴽	xiè,yìn
㴾	bó
㴿	dǐng
㵀	cuàn,zú
㵂	chuǎng,shù
㵃	shé
㵄	hàn,qià,yù
㵅	dàn,tàn,tān
㵆	hào,gǎo
㵊	shěn,zhé,nà
㵋	mì
㵌	chàn,qióng,xún
㵍	mèn
㵎	hǎn,jiàn,kǎn
㵏	cuǐ
㵐	jué
㵑	hè
㵒	fèi
㵓	shí
㵔	chě,chè
㵕	shèn
㵗	fù,pán,píng
㵘	màn
㵝	yì
㵞	chóu
㵡	báo
㵢	léi,lěi
㵣	kě,luǒ
㵤	diàn,shà,xiá
㵥	bì,mì
㵦	suí
㵧	gé
㵨	bì,pì
㵩	yì
㵪	xián
㵫	nǐ,yì,nì
㵬	yíng
㵭	zhǔ
㵮	chún,wěn
㵯	féng
㵰	xù
㵱	piǎo
㵲	wǔ
㵳	liáo,liú
㵴	cáng
㵵	zòu
㵷	biàn
㵸	yào,yuè
㵹	huán
㵺	pái,pài
㵻	sòu,xiū
㵼	xiè
㵽	duì,lěi
㵾	jìng,qìng
㵿	xí,xiào
㶁	guó
㶄	yán
㶅	xué
㶆	chú,zhū
㶇	héng
㶈	yíng,yìng
㶌	lián
㶍	xiǎn
㶎	huán
㶑	liàn
㶒	shǎn,shěn,tàn
㶓	cáng
㶔	bèi
㶕	jiǎn
㶖	shù
㶗	fàn
㶘	diàn
㶚	bà
㶛	yú
㶞	nǎng
㶟	lěi
㶠	yì
㶡	dài,huǒ,zuó
㶣	chán
㶤	chǎo
㶦	jìn
㶧	nèn
㶫	liǎo,liào
㶬	méi,mò
㶭	jiù,yǒu
㶯	liù
㶰	hán
㶲	yòng
㶳	jìn
㶴	chǐ,shǐ
㶵	rèn
㶶	nóng
㶹	hòng
㶺	tiàn
㶿	bó
㷀	qióng
㷂	shù
㷃	cuǐ,chuǐ
㷄	huì,huǐ
㷅	chǎo,miǎo
㷆	dòu,fù
㷇	guài,kuí,huī
㷈	è
㷉	wèi,yù,yùn
㷊	fén
㷋	tán,tǎn
㷍	lún
㷎	hè,hóng,xié
㷏	yǒng
㷐	huǐ
㷒	yú
㷓	zǒng
㷔	yàn
㷕	qiú
㷖	zhào
㷗	jiǒng
㷘	tái
㷟	tuì
㷠	lín
㷡	jiǒng
㷢	zhǎ
㷤	hè,hù,xuè
㷦	xù
㷩	xī,jiǒng
㷪	cuì,zuǎn
㷫	qǐng
㷬	mò
㷭	fēng
㷮	zāo
㷯	bèng
㷰	lí,chī
㷳	yàn
㷴	gé,lì
㷵	mò
㷶	bèi,bì
㷷	juǎn
㷸	dié,yè
㷹	shào,zhào
㷻	wú
㷼	yàn
㷾	jué
㸀	tái
㸁	hǎn,hàn
㸃	diǎn
㸄	jì,jié
㸅	jié
㸆	kào
㸉	xiè
㸊	là,lài,liè
㸋	fán
㸌	huò
㸍	xì
㸎	niè
㸏	mí
㸐	rán
㸑	cuàn
㸒	yín
㸓	mì
㸔	kàn
㸕	jué
㸗	tóng
㸘	wàn
㸚	lǐ
㸛	sháo,shuò
㸜	kòng
㸝	kǎn,xiān
㸞	bǎn,zhé
㸠	tiǎo
㸢	bèi
㸣	yè,yì
㸤	piàn
㸥	chán,chàn
㸦	hù
㸧	kèn,yín
㸩	àn,ān
㸪	chún
㸫	qián
㸬	bèi,fèi,pèi
㸮	fén
㸰	tuó
㸱	tuó
㸲	zuó,zuò
㸳	líng
㸵	guǐ,wěi
㸷	shì
㸸	hǒu,ǒu,kǒu
㸹	liè
㸺	shā
㸻	sì
㸽	bèi
㸾	rèn
㸿	dú
㹀	bó
㹁	liáng
㹂	cì,qiǎn
㹃	bì,fèi
㹄	jì,qì
㹅	zǒng
㹇	hé
㹈	lí,máo
㹉	yuán
㹊	yuè
㹌	chǎn,shèng
㹍	dí,dú
㹎	léi
㹏	jǐn
㹐	chóng,zhòu
㹑	sì,yí
㹒	pǔ
㹓	yì,yǎo
㹔	jiāng
㹖	huàn
㹗	táo,tāo
㹘	rú,rù,ruí
㹙	wěng
㹚	wěng,yíng
㹛	ráo,rǎo
㹜	yín
㹝	shì
㹞	yín,yǐn
㹟	jué
㹠	tún
㹡	xuán,xuàn
㹣	zhōng
㹤	qiè,què
㹥	zhù
㹨	yòu
㹫	xì,yí
㹬	shǐ
㹭	yì
㹮	mò
㹱	hú,què,rǎn
㹲	xiào,xiāo
㹳	wú
㹵	jìng,yǐng
㹶	tíng
㹷	shǐ,xìn
㹸	ní
㹺	tà
㹼	chǔ,jú,yù
㹽	chǎn,shàn
㹾	piǎo
㹿	diǎo,zhào,zhuó
㺀	náo,hū
㺁	nǎo
㺂	gǎn,jiàn,yán
㺃	gǒu
㺄	yǔ
㺅	hóu
㺇	sī
㺈	chī
㺉	hù
㺊	yàng
㺌	xiàn
㺎	róng
㺏	lóu
㺐	zhǎo,lǎo
㺑	cán,shǎn,shān
㺒	liào,yáo,xiāo
㺓	piào,zé
㺔	hài,wèi
㺕	fán
㺖	hǎn
㺗	dàn,yán,chān
㺘	zhàn
㺚	tǎ
㺛	zhù
㺜	nóng
㺝	jiàn,hàn
㺞	yú
㺟	zhuó
㺠	yòu,yù
㺡	lì
㺣	xī
㺥	chán,tán
㺦	lián
㺨	sī
㺩	jiù,sè
㺪	pú
㺫	qiú
㺬	gǒng
㺭	zǐ
㺮	yú
㺱	réng
㺲	niǔ
㺳	méi
㺵	jiú
㺷	xù
㺸	píng
㺹	biàn
㺺	mào
㺿	yí
㻀	yóu,yú
㻂	píng
㻃	qū
㻄	bǎo
㻅	huì,kuài
㻉	bù
㻊	máng,mén,mèng
㻋	là,lèi
㻌	tú
㻍	wú
㻎	lì,sè
㻏	líng,lǐng
㻑	jì
㻒	jùn
㻔	duǒ,ruì
㻕	jué
㻖	dài
㻗	bèi
㻝	là
㻞	biàn,fèn,pìn,bīn
㻟	suí
㻠	tú
㻡	dié,jué,xuē
㻧	duò,hé
㻪	suì
㻫	bì
㻬	tú,tū
㻭	sè,zé
㻮	càn
㻯	tú
㻰	miǎn,rè,wèi,yù
㻵	zhàn
㻶	bǐ,bì
㻷	jí
㻸	cén,jìn,xín,zēn
㻺	lì,liè
㻽	suì
㻿	shǔ
㼂	é,wèn,yuǎn
㼆	yíng
㼇	qióng
㼈	luó
㼉	yìn,zhèn
㼊	tún
㼋	gǔ,jiǔ,móu,rǔ,gū
㼌	yǔ
㼍	lěi
㼎	bèi,bó,kě
㼏	něi
㼐	pián
㼑	liàn,luán
㼒	qiǔ,tǎng
㼓	lián,liǎn
㼖	lì
㼗	dǐng,tíng
㼘	wǎ
㼙	zhòu
㼛	xíng
㼜	àng,póu
㼝	fàn,wǎn
㼞	pèng
㼟	bái,bó
㼠	tuó
㼢	ě,yí
㼣	bǎi,bó
㼤	qì,qiè,yà
㼥	chú,kǎo,tǒu
㼦	gǒng
㼧	tóng
㼨	hán
㼩	chéng
㼪	jiá,jié
㼫	huàn
㼬	xìng
㼭	diàn,niǎo
㼮	chāi,qì
㼯	dòng
㼰	é,pí
㼱	ruǎn
㼲	liè
㼳	shěng
㼴	ǒu
㼵	dì
㼶	yú
㼷	chuán
㼸	róng
㼺	táng
㼻	cóng
㼼	piáo
㼽	shuǎng,chuǎng
㼾	lù
㼿	tóng
㽀	zhèng
㽁	lì
㽂	sà
㽇	guài,hú,huí,méng,sè
㽈	yì
㽉	hǎn,jiàn,xiàn
㽊	xiè
㽋	luó,luò
㽌	liù
㽎	dǎn,tán
㽏	gàn
㽑	tán
㽕	yóu
㽖	nán
㽘	gǎng
㽙	jùn
㽚	chì
㽛	gōu,qú
㽜	wǎn
㽝	lì
㽞	liú
㽟	liè
㽠	xiá
㽡	bēi
㽢	ǎn,yè
㽣	yù
㽤	jú
㽥	róu
㽦	xún
㽨	cuó
㽩	càn,cào
㽪	zěng,zhǎ
㽫	yǒng,yōng
㽬	fù
㽭	ruǎn
㽯	xí
㽰	shù
㽱	jiǎo,jiū,niú
㽲	jiǎo
㽳	hàn,xiè,xǔ,yú,xū
㽴	zhàng
㽷	shuì
㽸	chén
㽹	fàn,wǎn,fǎn
㽺	jí
㽽	gù
㽾	wù
㾀	qiè
㾁	shù
㾃	tuó
㾄	dú
㾅	zǐ
㾆	rán,shǎn
㾇	mù
㾈	fù
㾉	líng
㾊	jí
㾋	xiù,xiū
㾌	xuǎn
㾍	nái
㾏	jiè
㾐	lì
㾑	dá
㾒	jì,rú,rù
㾓	yùn,yuān
㾕	shěn
㾖	lǐ,luó
㾗	lǎng,liàng
㾘	gěng
㾙	yǐn,xìn
㾛	qǐn
㾜	qiè
㾝	chè
㾞	yǒu,yóu
㾟	bù
㾠	huáng,kuáng,kuì
㾡	què
㾢	lài,ài
㾥	xù,chù
㾦	bàng,pèi,pén
㾧	kè,kuò
㾨	qǐ,yǐ,yī
㾪	shěng
㾫	piān
㾭	zhòu
㾮	huáng
㾯	tuí,wěi,huī
㾰	hú
㾱	bèi,fàn,fèi,fú
㾵	jì
㾶	gǔ
㾸	gǎo
㾹	chái
㾺	mà,mò
㾻	zhù
㾼	tuǐ
㾽	tuí,zhuì
㾾	lián,xiān
㾿	láng,lǎng
㿃	dài,zhì
㿄	ài
㿅	xiǎn,xuǎn
㿇	xí,xì
㿉	tuí,tuǐ
㿊	cǎn
㿋	sào
㿍	jiè
㿎	fèn
㿏	qún
㿑	yào
㿒	dǎo
㿓	jiá
㿔	lěi
㿕	yán
㿖	lú
㿗	tuí
㿘	yíng
㿙	pì
㿚	luò
㿛	lí,lì
㿜	biě
㿞	mào
㿟	bái,jiǎo
㿠	huàng
㿢	yào,zhuì
㿣	hé,xiá,hē
㿤	chǔn
㿥	hú,hé
㿦	nìng
㿧	chóu
㿨	lì
㿩	tǎng
㿪	huán
㿫	bì
㿭	chè
㿮	yàng
㿯	dá
㿰	áo
㿱	xué
㿵	rǎn
㿷	cuó,cāo
㿸	wǎn,mán
㿹	tà
㿺	báo
㿼	yán
㿾	zhù
㿿	yǎ
䀀	fán,fàn
䀁	yòu
䀃	tuí
䀄	méng
䀅	shè,zhé
䀆	jìn
䀇	gǔ,què
䀈	qì,jì
䀉	qiáo,shà
䀊	jiǎo
䀋	yán
䀍	kàn
䀎	miǎn
䀏	xiàn,xuàn
䀐	sǎn,shān
䀑	nà,nì,wò
䀓	huàn
䀔	niú,rèn
䀕	chèng,zhèn
䀗	jué
䀘	xí,xié
䀙	qì
䀚	áng
䀛	mèi,wù
䀜	gǔ,mèi,xué
䀟	fán,fèi,fèn
䀠	qú,jù
䀡	chàn,tàn
䀢	shùn
䀣	bì,mà
䀤	mào
䀥	shuò
䀦	gǔ
䀧	hǒng
䀨	huàn,huà
䀩	luò
䀪	háng
䀫	jiá
䀬	quán
䀭	gāi
䀮	máng,huāng
䀯	bǔ
䀰	gǔ,yíng
䀲	mù
䀳	ài,là,lài
䀴	yǐng
䀵	shùn
䀶	lǎng,liàng
䀷	jié
䀸	dì,zhì,chì
䀹	jiá,shè,jié
䀺	chōu
䀻	pìn,pìng
䀼	rèn,zhěn,chēn
䀽	yán
䀾	dǔ
䀿	dì
䁁	lǎng,liàng
䁂	xiàn
䁄	xìng
䁅	bèi,bì,měng,mèng
䁆	ǎn,yì,yè
䁇	mì
䁈	qì
䁉	qì
䁊	wò
䁋	shé,xiè
䁌	yù
䁍	jià,kè,qià
䁎	chéng
䁏	yǎo
䁐	yìng,yīng
䁑	yáng
䁒	jí
䁓	jiè,zǒng,zōng
䁔	hàn,huǎn,xuān
䁕	mín
䁖	lōu
䁗	kǎi
䁘	yǎo
䁙	yǎn,yàn
䁚	sǔn
䁛	guǐ,guì,kuì
䁜	huǎng,huàng
䁝	yíng
䁞	shěng
䁟	chá,duó
䁠	lián
䁢	xuán
䁣	chuán
䁤	chè,chèng
䁥	nì
䁦	qù
䁧	miáo
䁨	huò
䁩	yú
䁪	nǎn,zhǎn
䁫	hú
䁬	céng
䁮	qián
䁯	shè,xié,xī
䁰	jiǎng
䁱	ào,kōu
䁲	mái
䁳	mǎng
䁴	zhǎn
䁵	biǎn
䁶	jiǎo,jī
䁷	jué,wò
䁸	nóng,náng
䁹	bì
䁺	shì
䁻	lì,shuò
䁼	mò,mù
䁽	liè
䁾	miè
䁿	mò
䂁	chán
䂂	qú
䂃	jiào,jié
䂄	huò,kuàng
䂆	xù
䂇	náng,niǔ,nǒng,páng
䂈	tóng
䂉	hóu
䂊	yù
䂍	bó
䂎	zuǎn
䂐	chuò,zhuō
䂒	jié,qià,yà
䂔	xìng
䂕	huì
䂖	shí,sì
䂚	yáo,yóu
䂛	yú
䂜	bàng,péi
䂝	jié,zé,zhé
䂞	zhè
䂠	shé,shǐ
䂡	dǐ,zhǐ
䂢	dǒng
䂣	cí
䂤	fù,hái
䂥	mín
䂦	zhěn,zhēn
䂧	zhěn
䂩	yàn
䂪	diào,tiǎo,qiǎo
䂫	hóng,hāng
䂬	gǒng
䂭	qiāo
䂯	guài,guàn
䂰	là
䂱	cuì,ruì
䂲	fǎ
䂳	cuǒ
䂴	yán
䂶	jié
䂸	guó,xù
䂹	suǒ
䂺	wǎn,wǒ
䂻	zhèng
䂼	niè
䂽	diào,yì
䂾	lǎi
䂿	tà,tiè
䃀	cuì,xùn
䃁	yā
䃂	gǔn,gùn
䃇	mián
䃈	jiē
䃉	mín
䃊	jǔ
䃋	yú
䃍	zhào,zhuì
䃎	zhǎ,zhà
䃑	pán,bān
䃒	hé
䃓	gòu
䃔	hóng
䃕	láo,luò
䃖	wù
䃗	chuò,bō
䃙	lù
䃚	cù
䃛	lián,qiàn
䃝	qiào
䃞	shú,yì
䃡	cén,jīn
䃣	huǐ
䃤	sù
䃥	chuáng
䃧	lóng
䃩	náo
䃪	tán
䃫	dǎn
䃬	wěi
䃭	gǎn
䃮	dá
䃯	lì
䃱	xiàn
䃲	pán,pàn
䃳	là
䃵	niǎo
䃶	huái
䃷	yíng
䃸	xiàn
䃹	làn,lǎng
䃺	mó,mò
䃻	bà,pái
䃽	fú,guǐ,sì
䃾	bǐ
䄀	huò
䄁	yì
䄂	liù
䄅	juàn
䄆	huó,kuò
䄇	chéng
䄈	dòu
䄉	é
䄋	yǎn
䄌	zhuì
䄍	dù,duó,zhà
䄎	qǐ
䄏	yú,yāo
䄐	quàn
䄑	huó,kuò
䄒	niè,rěn
䄓	héng,huáng
䄔	jǔ
䄕	shè,shèn,tiǎn
䄘	péng
䄙	míng
䄚	cáo
䄛	lóu
䄜	lí,chī
䄝	chǔn,chuāng
䄟	cuì,cuī
䄠	shàn
䄢	qí
䄤	lài,lán
䄥	líng
䄦	liǎo
䄧	réng,rǒng
䄨	yú,yǔ
䄩	náo,yì
䄪	chuò,diǎo
䄫	qǐ
䄬	yí
䄭	nián
䄯	jiǎn,xiàn
䄰	yá,zhá
䄲	chuí,ruì
䄶	bì
䄷	dàn,diǎo,shí
䄸	pò
䄹	nián,tiǎn
䄺	zhì
䄻	cháo,táo,zhào
䄼	tiǎn
䄽	tiǎn
䄾	ròu,rù
䄿	yì
䅀	liè
䅁	àn
䅂	hé
䅃	qióng
䅄	lì
䅆	zì
䅇	sù
䅈	yuàn
䅉	yà
䅊	dù,chá
䅋	wǎn
䅌	juān
䅍	dòng,tǐng
䅎	yǒu
䅏	huì,wèi
䅐	jiǎn,qián
䅑	ruí,suí
䅒	máng
䅓	jǔ,qù
䅖	ǎn,ān
䅗	suì
䅘	lái
䅙	hùn
䅚	qiǎng,quǎn,zé
䅜	duò
䅞	nà,nài,nè
䅟	cǎn
䅠	tí
䅡	xǔ
䅢	jiù
䅣	huáng
䅤	qì
䅥	jié
䅦	máo
䅧	yàn,yān
䅩	zhǐ
䅪	tuí
䅬	ài,yǎn,yè
䅭	páng
䅮	càng
䅯	táng
䅰	ěn
䅱	hùn
䅲	qí
䅳	chú
䅴	suǒ
䅵	zhuó
䅶	nòu,wǔ
䅷	tú
䅸	zú,shēn
䅹	lóu,lǒu
䅺	miǎo,biāo
䅻	lí
䅼	mán
䅽	gǔ,xīn
䅾	cén,qián,qín
䅿	huá,huáng
䆀	měi
䆂	lián,qiàn
䆃	dǎo,dào
䆄	shàn,zhǎn
䆅	cí,jǐ,zī
䆈	zhì
䆉	bà
䆊	cuì
䆍	lóng
䆏	fèi
䆐	guó
䆑	chéng
䆒	jiù
䆓	è,ruǎn
䆕	jué,yuè
䆖	hóng
䆗	jiào,yǎo
䆘	cuán,yā
䆙	yáo
䆚	tóng
䆛	chá,zhà,zhé
䆜	yòu
䆝	shù,xuè
䆞	yǎo
䆟	gé,kè
䆠	huàn
䆡	láng,làng
䆢	jué,yuè
䆣	chén
䆦	shèn
䆨	míng,níng
䆩	míng
䆬	yǔn
䆮	jìn
䆯	chuò,zhuó
䆱	tǎn,tān
䆳	qióng,suì
䆵	chéng
䆷	yù,xuè
䆸	chéng,zhēng
䆹	tǒng,chōng
䆻	qiào
䆽	jù,qú,qún
䆾	lán
䆿	yì
䇀	róng,rǒng
䇁	sī
䇂	qiān
䇃	sì,xiào
䇅	fá
䇇	méng
䇈	guì,huà
䇋	hài,rǎn,xiè
䇌	qiào
䇍	chuò,chù
䇎	què
䇏	duì
䇐	lì
䇑	bà
䇒	jiè,qín,xiàn
䇔	luò,nuò
䇖	yǔn
䇘	hù
䇙	yǐn
䇛	zhǐ
䇜	liǎn,qiǎn
䇞	gǎn,gān
䇟	jiàn
䇠	zhòu,zhù
䇡	zhù
䇢	kǔ
䇣	nà,nèi,yǐ,niè
䇤	duì,ruì,sù
䇥	zé,zuó
䇦	yǎng,ǎng
䇧	zhù,zhì
䇨	gòng,xiáng
䇩	yì
䇪	chī
䇫	jī
䇬	chuǎng,zhū
䇭	lǎo
䇮	rèn
䇯	róng
䇱	nà
䇲	cè,jiā
䇵	yí
䇶	jué
䇷	bǐ,bié
䇸	chéng,shèng,zèng
䇹	jùn
䇺	chóu,dòu
䇻	huì,kuì,wěi
䇼	chì,yì
䇽	zhì,zhé
䇾	yán
䈁	lún,luò
䈂	bìng,píng
䈃	zhǎo
䈄	hán
䈅	yù
䈆	dài
䈇	zhào
䈈	féi
䈉	shà
䈊	líng
䈋	tà
䈍	máng
䈎	yè
䈏	báo
䈐	kuì,guì
䈑	guǎ,jué
䈒	nǎn
䈓	gé
䈕	chí,shi,tí,shí
䈗	suǒ
䈘	cí
䈙	zhòu
䈚	tái
䈛	kuài
䈜	qìn
䈞	dǔ
䈟	cè
䈠	huǎn
䈢	sǎi
䈣	zhèng
䈤	qián
䈧	wěi
䈪	xì
䈫	nà
䈬	pú
䈭	huái,sōu
䈮	jǔ,jù,wǎn
䈰	shāo
䈲	pán,bān
䈳	tà
䈴	qiàn,zhǎn
䈵	wēng
䈶	róng
䈷	luò
䈸	hú
䈹	sǒu
䈻	pú
䈼	miè,mì
䈾	shāo,shuò
䈿	mài,mì
䉀	shù
䉁	líng
䉂	lěi
䉃	jiǎng
䉄	léng
䉅	zhì
䉆	diǎo
䉈	sǎn
䉉	hú,gū
䉊	fàn,fáng
䉋	mèi
䉌	suì
䉍	jiǎn
䉎	táng
䉏	xiè
䉑	mó,wú
䉒	fán
䉓	léi,luò
䉕	céng
䉖	líng
䉘	cóng
䉙	yún
䉚	méng
䉛	yù
䉜	zhì
䉝	qǐ,yǐ
䉞	dǎn
䉟	huò
䉠	wéi
䉡	tán
䉢	sè
䉣	xiè
䉤	sǒu
䉥	sǒng
䉧	liú,liǔ
䉨	yì
䉪	lèi
䉫	lí
䉬	fèi
䉭	liè
䉮	lìn
䉯	xiàn
䉰	yáo,xiào
䉲	biè,mí
䉳	xiǎn,xiān
䉴	ráng,rǎng
䉵	zhuàn
䉷	dàn,jìn,yán
䉸	biàn
䉹	líng,liǔ
䉺	hóng
䉻	qí
䉼	liào
䉽	bǎn
䉾	mì,bì
䉿	hú,luò
䊀	hú
䊂	cè,sè
䊃	pèi
䊄	qióng
䊅	míng
䊆	jiù,qiǔ
䊇	bù
䊈	méi
䊉	sǎn
䊊	mèi,wèi
䊍	lí
䊎	quǎn
䊐	èn,huá,huàn,hún
䊑	xiǎng
䊓	shì
䊖	lǎn,nǎn
䊗	huáng,huǎng
䊘	jiù
䊙	yán,yān
䊚	duī
䊛	sǎ,sà
䊜	tuán
䊝	xiè
䊞	zhé
䊟	mén
䊠	xì
䊡	mán
䊣	huáng
䊤	tán
䊥	xiào
䊦	yá,yè
䊧	bì
䊨	luó
䊩	fán,fàn
䊪	lì
䊫	cuǐ,mí
䊬	chà,chuā
䊭	chóu,dào
䊮	dí,zhé,zhè
䊯	kuàng
䊰	chǔ,chú
䊲	chǎn,chàn
䊳	mí
䊴	qiàn
䊵	qiú
䊶	zhèn
䊺	gǔ,hù
䊻	yǎn,gān
䊼	chǐ
䊽	guài
䊾	mù
䊿	bó,kù
䋀	kuà,huà
䋁	gěng
䋂	yáo
䋃	mào
䋄	wǎng
䋈	rú
䋉	jué,kě,xué
䋊	zhēng
䋋	mín
䋌	jiǎng
䋎	zhàn
䋏	zuò,zuó
䋐	yuè
䋑	bǐng,liè
䋓	zhòu
䋔	bì
䋕	rèn
䋖	yù
䋘	chuò,zhuì
䋙	ěr
䋚	yì
䋛	mí,mǐ
䋜	qìng
䋞	wǎng
䋟	jì
䋠	bǔ
䋢	biè,biē
䋣	fán,pán
䋤	yào,yuè
䋥	lí
䋦	fán
䋧	qú
䋨	fǔ
